frame,cap_read,face_detect,landmark,preprocess,inference,postprocess,render,total_ms,ai_ms,ai_pct
534,1.6607,14.3127,3.3210,0.0030,0.0007,0.0009,1.6383,20.9373,3.3256,15.8836
536,2.1752,11.9922,3.9190,0.0029,0.0008,0.0007,1.7177,19.8085,3.9234,19.8066
538,2.2212,14.1828,3.5208,0.0032,0.0008,0.0006,1.7004,21.6298,3.5254,16.2988
540,2.7357,14.7440,3.5065,0.0031,0.0007,0.0008,4.4612,25.4520,3.5111,13.7950
542,3.2180,12.3720,3.2280,0.0031,0.0007,0.0010,1.4324,20.2552,3.2328,15.9603
544,1.7721,12.2824,4.3154,0.0037,0.0013,0.0012,1.9365,20.3126,4.3216,21.2755
546,1.7956,11.0534,3.5036,0.0026,0.0008,0.0008,1.5158,17.8726,3.5078,19.6267
548,1.8076,10.7102,3.9750,0.0037,0.0013,0.0013,1.9222,18.4213,3.9813,21.6125
550,1.6095,11.6988,3.2034,0.0027,0.0006,0.0009,1.6604,18.1763,3.2076,17.6472
552,2.0367,12.9855,3.2132,0.0030,0.0007,0.0008,1.4134,19.6533,3.2177,16.3723
554,3.1940,12.0547,3.7476,0.0027,0.0007,0.0008,1.6389,20.6394,3.7518,18.1779
556,2.1621,12.3958,3.6690,0.0033,0.0007,0.0005,1.4357,19.6671,3.6735,18.6784
558,2.1354,12.8839,3.5733,0.0032,0.0008,0.0009,1.5852,20.1827,3.5782,17.7290
560,2.2783,14.5474,4.2313,0.0020,0.0005,0.0006,1.2433,22.3034,4.2344,18.9854
562,2.2693,12.4776,4.2799,0.0043,0.0008,0.0010,1.8377,20.8706,4.2860,20.5361
564,2.6174,12.9373,3.8219,0.0030,0.0007,0.0007,1.7144,21.0954,3.8263,18.1381
566,1.9182,22.2807,3.7376,0.0030,0.0007,0.0009,2.0566,29.9977,3.7422,12.4750
568,2.0653,14.4040,3.8545,0.0032,0.0007,0.0008,1.6794,22.0079,3.8592,17.5355
570,1.8856,15.0089,4.0562,0.0022,0.0007,0.0009,1.5702,22.5247,4.0600,18.0247
572,1.6485,11.9218,4.1681,0.0027,0.0006,0.0009,1.3744,19.1170,4.1723,21.8251
574,2.1602,11.0642,3.9649,0.0027,0.0005,0.0009,1.6137,18.8071,3.9690,21.1037
576,1.8514,12.8319,3.9030,0.0029,0.0007,0.0007,1.9022,20.4928,3.9073,19.0667
578,1.5919,11.3586,3.5545,0.0031,0.0008,0.0008,1.4123,17.9220,3.5592,19.8594
580,2.2427,19.3575,8.4725,0.0028,0.0008,0.0008,1.8894,31.9665,8.4769,26.5181
582,2.4714,12.2964,3.5038,0.0027,0.0007,0.0009,1.6435,19.9194,3.5081,17.6115
584,1.5302,11.1707,3.6391,0.0030,0.0009,0.0008,1.4296,17.7743,3.6438,20.5004
586,1.5183,20.4947,3.5974,0.0028,0.0008,0.0005,1.4488,27.0633,3.6015,13.3077
588,2.1318,13.0572,3.8045,0.0030,0.0008,0.0006,1.7513,20.7492,3.8089,18.3569
590,1.9248,12.8997,3.2854,0.0017,0.0005,0.0005,1.0997,19.2123,3.2881,17.1146
592,1.7452,20.0236,4.1830,0.0031,0.0006,0.0010,1.6817,27.6382,4.1877,15.1519
594,1.7946,12.3734,3.6589,0.0023,0.0011,0.0009,1.7340,19.5652,3.6632,18.7230
596,2.6794,11.0178,4.0156,0.0024,0.0006,0.0005,1.5347,19.2510,4.0191,20.8774
598,2.7883,10.0533,3.0495,0.0017,0.0004,0.0007,1.1123,17.0062,3.0523,17.9482
600,2.0560,12.0820,4.1145,0.0027,0.0005,0.0007,1.4576,19.7140,4.1184,20.8907
602,1.6708,12.1348,4.0804,0.0024,0.0005,0.0007,1.7722,19.6618,4.0840,20.7712
604,1.6849,11.4412,4.2991,0.0031,0.0009,0.0011,1.7543,19.1846,4.3042,22.4357
606,2.1046,11.4599,3.1595,0.0030,0.0006,0.0006,1.6086,18.3368,3.1637,17.2533
608,1.7784,17.7887,3.4766,0.0028,0.0007,0.0006,1.4131,24.4609,3.4807,14.2296
610,2.1755,11.5299,3.4605,0.0025,0.0007,0.0009,1.5420,18.7120,3.4646,18.5154
612,2.2269,10.3029,4.0154,0.0024,0.0005,0.0005,1.3693,17.9179,4.0188,22.4290
614,2.0765,16.9380,3.7359,0.0028,0.0005,0.0008,1.3853,24.1398,3.7400,15.4931
616,2.2151,12.1892,3.4992,0.0026,0.0006,0.0007,1.4613,19.3687,3.5031,18.0864
618,2.7904,12.7856,3.5911,0.0025,0.0008,0.0010,1.5787,20.7501,3.5954,17.3271
620,2.1885,18.1656,3.4123,0.0026,0.0006,0.0006,1.6719,25.4421,3.4161,13.4270
622,2.0859,20.2750,3.7100,0.0028,0.0006,0.0008,1.4127,27.4878,3.7142,13.5122
624,1.6828,12.2944,3.8061,0.0034,0.0009,0.0010,1.5132,19.3018,3.8114,19.7463
626,1.7618,10.9150,3.3169,0.0030,0.0007,0.0008,1.5166,17.5148,3.3214,18.9634
628,2.7418,21.7810,4.5300,0.0019,0.0006,0.0010,1.5519,30.6082,4.5335,14.8114
630,1.8855,11.4871,3.7109,0.0022,0.0008,0.0006,1.6570,18.7441,3.7145,19.8169
632,2.4909,12.3581,3.4486,0.0030,0.0006,0.0006,1.4690,19.7708,3.4528,17.4641
634,2.0864,21.0373,3.6361,0.0027,0.0008,0.0008,1.7783,28.5424,3.6404,12.7544
636,1.7891,13.3464,3.5536,0.0032,0.0008,0.0005,2.1514,20.8450,3.5581,17.0693
638,1.9734,11.4304,4.1684,0.0026,0.0008,0.0009,1.6006,19.1771,4.1727,21.7588
640,3.2334,33.2223,4.6232,0.0023,0.0007,0.0008,3.5834,44.6661,4.6270,10.3591
642,1.7015,17.9383,3.7623,0.0024,0.0007,0.0007,1.6738,25.0797,3.7661,15.0165
644,2.5339,12.1302,3.8578,0.0023,0.0006,0.0007,1.6207,20.1462,3.8614,19.1669
646,1.8813,11.2059,3.7066,0.0028,0.0007,0.0011,1.5619,18.3603,3.7112,20.2132
648,2.2547,18.5125,3.9538,0.0032,0.0007,0.0007,1.4623,26.1879,3.9584,15.1154
650,2.8086,12.7674,3.5316,0.0026,0.0009,0.0008,1.4702,20.5821,3.5359,17.1795
652,2.4434,11.4322,3.6470,0.0031,0.0009,0.0014,1.7153,19.2433,3.6524,18.9801
654,1.9822,11.6125,3.6721,0.0025,0.0006,0.0008,1.7845,19.0552,3.6760,19.2913
656,2.4238,13.1549,3.4976,0.0024,0.0008,0.0009,1.7168,20.7972,3.5017,16.8374
658,1.8326,10.5425,3.4462,0.0027,0.0009,0.0007,1.7886,17.6142,3.4505,19.5893
660,2.3706,19.3431,3.6308,0.0024,0.0005,0.0007,1.6271,26.9752,3.6344,13.4731
662,2.0747,11.8718,3.5077,0.0025,0.0008,0.0007,1.7155,19.1737,3.5117,18.3152
664,1.9329,12.8695,4.2464,0.0032,0.0008,0.0007,1.4116,20.4651,4.2511,20.7724
666,4.3566,18.0775,3.8287,0.0028,0.0006,0.0008,1.4097,27.6767,3.8329,13.8488
668,2.6293,13.7040,3.4741,0.0027,0.0006,0.0009,1.4210,21.2326,3.4783,16.3819
670,1.8793,12.7622,3.6255,0.0027,0.0007,0.0010,1.7749,20.0463,3.6299,18.1076
672,2.3607,13.5958,4.4336,0.0030,0.0006,0.0007,1.8855,22.2799,4.4379,19.9189
674,1.9033,11.7183,4.6978,0.0054,0.0012,0.0017,2.6982,21.0259,4.7061,22.3824
676,3.0140,22.1512,4.3750,0.0030,0.0010,0.0010,12.9437,42.4889,4.3800,10.3086
678,1.5297,11.3142,3.8839,0.0023,0.0007,0.0007,1.9065,18.6380,3.8876,20.8585
680,1.9542,10.6905,7.4435,0.0034,0.0007,0.0010,1.5774,21.6707,7.4486,34.3718
682,2.1891,11.3651,4.0252,0.0030,0.0007,0.0009,1.4277,19.0117,4.0298,21.1964
684,2.1629,13.2637,5.4258,0.0030,0.0005,0.0008,1.6067,22.4634,5.4301,24.1731
686,2.5088,12.4029,4.1356,0.0044,0.0006,0.0031,1.7167,20.7721,4.1437,19.9484
688,2.0416,12.8604,3.8802,0.0053,0.0007,0.0008,1.6420,20.4310,3.8870,19.0250
690,1.4524,11.5007,3.6811,0.0028,0.0006,0.0007,0.9995,17.6378,3.6852,20.8938
692,1.9846,11.2600,3.5992,0.0029,0.0010,0.0007,1.0634,17.9118,3.6038,20.1197
694,1.8844,11.5299,3.6572,0.0029,0.0006,0.0007,0.9917,18.0674,3.6614,20.2652
696,1.9651,12.2316,3.7755,0.0036,0.0008,0.0007,1.1480,19.1253,3.7806,19.7675
698,1.1815,19.6165,4.7636,0.0031,0.0006,0.0011,1.0201,26.5865,4.7684,17.9354
700,1.8453,13.1500,3.4593,0.0037,0.0007,0.0008,0.9780,19.4378,3.4645,17.8235
702,1.7063,13.8436,3.7432,0.0035,0.0007,0.0010,1.0316,20.3299,3.7484,18.4379
704,2.6078,12.3947,3.4160,0.0028,0.0006,0.0008,0.9432,19.3659,3.4202,17.6609
706,2.1405,13.5909,3.5803,0.0032,0.0010,0.0011,0.9824,20.2994,3.5856,17.6636
708,2.1625,12.2817,3.2239,0.0014,0.0005,0.0004,1.0330,18.7034,3.2262,17.2493
710,2.6979,11.5048,4.2430,0.0030,0.0007,0.0008,0.8476,19.2978,4.2475,22.0103
712,1.9227,12.0854,3.5194,0.0019,0.0005,0.0005,0.9863,18.5167,3.5223,19.0223
714,1.7642,12.4283,3.9689,0.0039,0.0010,0.0010,1.0606,19.2279,3.9748,20.6720
716,2.5891,11.8271,4.8562,0.0035,0.0008,0.0010,1.0614,20.3391,4.8615,23.9022
718,2.5280,19.5181,3.5451,0.0035,0.0008,0.0009,1.1910,26.7874,3.5503,13.2536
720,2.0800,14.6183,3.5477,0.0032,0.0007,0.0006,1.2045,21.4550,3.5522,16.5565
722,1.8918,11.9328,3.7591,0.0027,0.0007,0.0006,1.0219,18.6096,3.7631,20.2213
724,2.4563,10.1477,3.4714,0.0030,0.0008,0.0007,0.9603,17.0402,3.4759,20.3982
726,2.2539,11.9264,4.9731,0.0036,0.0009,0.0009,1.0967,20.2555,4.9785,24.5785
728,1.8869,11.8574,3.6609,0.0033,0.0007,0.0008,1.0190,18.4290,3.6657,19.8909
730,1.8403,11.8967,3.6575,0.0030,0.0009,0.0009,0.9787,18.3780,3.6623,19.9276
732,2.1702,11.7297,3.5700,0.0032,0.0008,0.0008,1.2053,18.6800,3.5748,19.1370
734,1.7918,12.0350,5.3602,0.0031,0.0007,0.0010,1.0750,20.2668,5.3650,26.4719
736,1.7936,13.0927,3.9775,0.0026,0.0007,0.0009,0.9612,19.8292,3.9817,20.0800
738,2.2539,17.4734,3.3984,0.0031,0.0008,0.0009,1.1946,24.3251,3.4032,13.9905
740,4.2946,28.8676,7.0107,0.0027,0.0007,0.0010,1.3505,41.5278,7.0151,16.8925
742,1.7314,13.1883,4.3701,0.0048,0.0013,0.0014,1.7358,21.0331,4.3776,20.8129
744,2.7400,13.8583,4.0581,0.0028,0.0006,0.0007,1.1345,21.7950,4.0622,18.6382
746,1.5570,12.8716,4.5281,0.0036,0.0008,0.0009,1.1479,20.1099,4.5334,22.5431
748,1.7506,12.2399,3.9849,0.0031,0.0007,0.0008,1.0881,19.0681,3.9895,20.9224
750,2.8232,13.0037,3.5400,0.0028,0.0006,0.0006,1.3436,20.7145,3.5440,17.1088
752,2.1856,13.6537,3.7666,0.0038,0.0008,0.0009,1.1933,20.8047,3.7721,18.1310
754,2.2761,13.0613,4.2569,0.0026,0.0007,0.0007,1.0745,20.6728,4.2609,20.6111
770,1.9997,15.0500,7.5393,0.0029,0.0007,0.0008,1.2567,25.8501,7.5437,29.1825
772,2.1499,12.9303,7.9744,0.0033,0.0009,0.0007,1.4992,24.5587,7.9793,32.4907
774,2.2734,13.0280,7.7074,0.0025,0.0009,0.0011,1.1369,24.1502,7.7119,31.9331
776,2.4269,18.8724,7.3574,0.0035,0.0006,0.0008,1.3070,29.9686,7.3623,24.5667
778,2.5461,16.6789,7.5923,0.0027,0.0007,0.0007,1.0380,27.8594,7.5964,27.2669
780,2.3665,14.0500,6.7925,0.0029,0.0009,0.0010,1.0211,24.2349,6.7973,28.0476
782,2.4251,11.0053,7.1866,0.0028,0.0007,0.0008,1.0170,21.6383,7.1909,33.2323
788,2.2238,13.1468,6.9417,0.0042,0.0010,0.0009,1.2222,23.5406,6.9478,29.5141
792,2.7871,11.7354,4.2207,0.0031,0.0008,0.0008,0.8244,19.5723,4.2254,21.5887
794,1.9530,11.6229,8.4857,0.6791,0.1380,0.0870,1.1465,24.1122,9.3898,38.9421
796,2.1676,11.4039,6.2564,0.6019,0.1438,0.0901,1.0197,21.6834,7.0922,32.7080
798,2.1240,26.1159,5.5050,0.5670,0.2650,0.1174,1.2675,35.9618,6.4544,17.9479
800,3.0246,13.4801,5.0276,0.6606,0.2342,0.0966,1.0948,23.6185,6.0190,25.4843
802,1.9328,10.7853,5.0502,0.5965,0.1553,0.0957,1.0569,19.6727,5.8977,29.9791
804,1.6437,21.0364,5.2484,0.5851,0.1372,0.0917,1.1683,29.9108,6.0624,20.2683
806,2.2524,14.3952,5.1195,0.5670,0.2359,0.0903,1.0662,23.7265,6.0127,25.3417
808,2.2503,13.2641,5.1142,0.7025,0.1694,0.0990,1.1279,22.7274,6.0851,26.7743
810,2.0887,13.5852,5.5990,0.8081,0.2106,0.1452,1.0655,23.5023,6.7629,28.7755
812,2.5831,26.6032,5.9990,0.6202,0.1508,0.0998,0.9987,37.0548,6.8698,18.5396
814,1.6134,13.1447,5.2244,0.6146,0.1385,0.0896,0.9784,21.8036,6.0671,27.8261
816,2.3232,12.8915,5.2158,0.7987,0.1416,0.0964,0.9763,22.4435,6.2525,27.8588
818,2.0028,11.1639,5.2087,0.5671,0.2077,0.0935,1.1072,20.3509,6.0770,29.8611
820,2.2710,13.1695,5.1935,0.5566,0.1960,0.0935,0.9859,22.4660,6.0396,26.8833
822,2.1347,12.5961,6.6438,0.5659,0.2270,0.0906,1.0136,23.2717,7.5273,32.3453
824,3.3310,13.6366,5.1251,0.5772,0.1377,0.0903,0.9506,23.8485,5.9303,24.8666
826,2.0082,24.1051,5.5326,0.5617,0.1482,0.0913,0.9855,33.4326,6.3338,18.9450
828,1.9933,12.2312,4.9302,0.5127,0.1366,0.0879,0.8633,20.7552,5.6674,27.3059
830,2.0048,13.1118,5.1200,0.6018,0.1499,0.0910,0.9084,21.9877,5.9627,27.1183
832,2.2093,29.9730,5.3321,0.7059,0.1558,0.0937,0.8634,39.3332,6.2875,15.9852
834,2.1142,18.9710,5.0327,0.6582,0.1853,0.1123,0.9888,28.0625,5.9885,21.3399
836,2.0709,14.7610,6.4570,0.5981,0.2237,0.0980,1.1715,25.3802,7.3768,29.0652
838,2.0586,10.3597,5.5775,0.7529,0.3574,0.1215,1.0559,20.2835,6.8093,33.5706
840,2.5133,13.6776,5.1897,0.7721,0.1359,0.0857,1.1247,23.4990,6.1834,26.3135
842,2.8179,20.7313,5.7974,0.5752,0.2408,0.0924,1.1691,31.4241,6.7058,21.3397
844,2.3135,16.2012,5.0464,0.5814,0.7020,0.0936,1.1395,26.0776,6.4234,24.6319
846,1.9541,13.2584,5.1605,0.6502,0.1416,0.0928,0.9560,22.2136,6.0451,27.2135
848,1.6756,19.5146,5.5379,0.6228,0.2306,0.0941,1.0307,28.7063,6.4854,22.5923
850,2.4918,14.8461,5.0515,0.5376,0.1422,0.0911,0.9797,24.1400,5.8224,24.1193
852,2.2339,13.6573,5.6894,0.5826,0.1426,0.0930,1.0582,23.4570,6.5076,27.7427
854,1.8068,14.4073,5.1366,0.5707,0.2172,0.0910,1.0808,23.3104,6.0155,25.8061
856,2.3915,13.4669,6.1015,0.6688,0.1417,0.0924,1.0751,23.9379,7.0044,29.2607
858,2.1420,20.6869,4.5051,0.4777,0.1073,0.0673,1.0597,29.0460,5.1574,17.7560
860,1.7088,13.7949,5.3559,0.7472,0.1335,0.0850,1.0150,22.8403,6.3216,27.6774
862,2.2652,12.7805,5.3775,0.5944,0.1391,0.0914,1.0378,22.2859,6.2024,27.8311
864,2.1458,10.6513,4.9816,0.5555,0.2315,0.0904,0.9445,19.6006,5.8590,29.8919
866,2.0197,21.3950,5.1811,0.5838,0.1916,0.1132,1.0400,30.5244,6.0697,19.8847
868,2.1784,14.5209,5.1666,0.5845,0.1402,0.0923,0.9645,23.6474,5.9836,25.3034
870,1.8850,12.8292,5.1152,0.7212,0.2510,0.1161,1.0148,21.9325,6.2035,28.2845
872,1.9196,15.5492,5.3079,0.5738,0.1384,0.0928,1.0334,24.6151,6.1129,24.8339
874,1.6849,12.6544,4.9660,0.5940,0.1500,0.0919,0.9207,21.0619,5.8019,27.5469
876,2.5840,22.8329,8.1069,0.6600,0.1470,0.0897,1.0135,35.4340,9.0036,25.4095
878,2.3733,16.7339,5.1817,0.5659,0.1436,0.0937,0.9612,26.0533,5.9849,22.9718
880,2.1635,10.4986,4.6106,0.6385,0.1403,0.0924,1.0019,19.1458,5.4818,28.6319
882,1.6646,10.8320,5.3192,0.5965,0.1403,0.0905,0.8532,19.4963,6.1465,31.5265
884,1.9883,12.9452,5.7253,0.6450,0.1413,0.0922,1.7943,23.3316,6.6038,28.3041
886,1.9022,21.9237,5.0704,0.5753,0.2543,0.1207,1.0558,30.9024,6.0207,19.4830
888,2.5906,18.9003,4.8986,0.5697,0.1389,0.0888,0.9668,28.1537,5.6960,20.2318
890,1.8755,13.1676,5.1970,0.5807,0.2219,0.0898,1.0248,22.1573,6.0894,27.4826
892,2.0149,14.3128,4.8940,0.5904,0.1614,0.0917,1.2190,23.2842,5.7375,24.6412
894,2.3877,12.1772,4.8682,0.6886,0.1536,0.0934,1.7097,22.0784,5.8038,26.2872
896,1.8281,13.2751,5.2868,0.5957,0.1386,0.0884,1.0809,22.2936,6.1095,27.4047
898,1.7169,13.9943,4.4282,0.0091,0.0007,0.0008,1.0384,21.1884,4.4388,20.9492
900,2.2439,13.6718,8.5357,0.5702,0.1755,0.0942,1.0362,26.3275,9.3756,35.6114
902,2.7307,13.2278,6.2247,0.5771,0.2520,0.1081,1.3188,24.4392,7.1619,29.3050
904,1.7898,11.6425,5.0290,0.5891,0.1446,0.0928,1.2460,20.5338,5.8555,28.5164
906,1.9739,22.2746,5.1489,0.8331,0.1930,0.1639,1.3642,31.9516,6.3389,19.8391
908,2.0052,14.1146,4.8828,0.5756,0.1711,0.0905,1.0101,22.8499,5.7200,25.0329
910,3.0567,13.1985,5.5624,0.5741,0.1413,0.0902,1.0090,23.6322,6.3680,26.9463
912,1.8535,22.3806,5.2704,0.7622,0.2082,0.0954,0.9553,31.5256,6.3362,20.0986
914,2.4587,15.7082,5.7383,0.5536,0.2327,0.0936,1.1143,25.8994,6.6182,25.5535
916,2.4667,13.6624,5.0283,0.5776,0.1580,0.0903,0.9528,22.9361,5.8542,25.5240
918,1.9207,14.7617,4.8972,0.5825,0.1406,0.0909,0.9352,23.3288,5.7112,24.4813
920,2.2274,11.4902,5.3819,0.5901,0.2308,0.0912,0.8880,20.8996,6.2940,30.1154
922,2.7701,13.8432,4.6297,0.5201,0.1323,0.0876,1.1623,23.1453,5.3697,23.2000
924,2.0274,12.0318,5.1237,0.5791,0.1343,0.0924,0.8770,20.8657,5.9295,28.4175
926,1.9385,26.1056,5.4832,0.5622,0.2350,0.0912,0.9696,35.3853,6.3716,18.0063
928,1.9177,12.0794,5.3424,0.6982,0.1386,0.0914,0.9868,21.2545,6.2706,29.5025
930,1.8074,10.3623,5.4120,0.6616,0.1631,0.0989,0.8856,19.3909,6.3356,32.6731
932,1.5296,18.3384,10.0803,0.8407,0.2012,0.1392,1.2863,32.4157,11.2614,34.7406
934,1.6995,16.2030,6.0013,0.6421,0.2626,0.0995,1.1395,26.0475,7.0055,26.8951
936,1.8088,13.5140,6.7008,0.8845,0.4179,0.4118,1.5840,25.3218,8.4150,33.2322
938,1.6299,18.5957,5.7856,0.6313,0.1605,0.0919,0.9561,27.8510,6.6693,23.9464
940,4.1211,13.7272,5.1519,0.5602,0.1410,0.0902,1.0404,24.8320,5.9433,23.9340
942,2.1692,12.8978,5.1117,0.4588,0.1063,0.0631,0.6512,21.4581,5.7399,26.7493
944,2.0799,13.5802,5.2798,0.6259,0.1414,0.0898,0.9559,22.7529,6.1369,26.9719
946,1.8297,12.4775,6.5513,0.6284,0.2899,0.1183,1.0108,22.9059,7.5879,33.1264
948,1.9230,14.4932,5.0972,0.8203,0.1392,0.0886,0.9147,23.4762,6.1453,26.1767
950,2.2582,9.6481,5.3352,0.5680,0.1392,0.0906,0.9164,18.9557,6.1330,32.3544
952,1.9966,20.7548,5.6650,0.5871,0.1550,0.0920,0.9935,30.2440,6.4991,21.4889
954,2.2195,11.3311,5.2360,0.6865,0.2157,0.0916,0.9535,20.7339,6.2298,30.0464
956,1.9108,10.7849,5.3595,0.5737,0.1387,0.0912,0.9571,19.8159,6.1631,31.1018
958,1.8653,30.1814,5.0331,0.6179,0.1354,0.0908,0.8946,38.8185,5.8772,15.1402
960,1.5776,12.9989,5.3283,0.6688,0.1494,0.0947,1.0199,21.8376,6.2412,28.5801
962,1.7518,17.2142,4.9940,0.6282,0.2351,0.0918,0.9145,25.8296,5.9491,23.0321
964,1.8823,12.5762,5.1657,0.5793,0.2276,0.0902,0.9589,21.4802,6.0628,28.2251
966,5.2065,21.8163,5.4467,0.6125,0.1833,0.0959,0.9330,34.2942,6.3384,18.4824
968,2.7193,18.4491,6.8561,0.9937,0.2153,0.1140,2.3216,31.6691,8.1791,25.8268
970,1.9311,11.4373,4.9663,0.5895,0.1390,0.0914,0.9251,20.0797,5.7862,28.8162
972,2.1363,12.8353,5.2007,0.6611,0.2732,0.0917,1.0378,22.2361,6.2267,28.0027
974,2.6004,10.2196,5.2366,0.5798,0.1809,0.0922,0.9878,19.8973,6.0895,30.6047
976,1.8756,13.4000,4.9849,0.5626,0.2358,0.0891,1.0159,22.1639,5.8724,26.4953
978,2.0907,18.2265,5.0822,0.5755,0.1818,0.0987,1.0101,27.2655,5.9382,21.7792
980,1.7067,11.8090,5.5811,0.5942,0.1451,0.0923,0.9079,20.8363,6.4127,30.7766
982,1.8390,36.7462,7.5324,1.2162,0.2243,0.1213,7.1568,54.8362,9.0942,16.5843
984,1.0107,22.7333,6.2007,0.5815,0.2092,0.0930,1.0608,31.8892,7.0844,22.2157
986,2.1372,13.0591,8.6769,0.5953,0.1368,0.0923,1.1026,25.8002,9.5013,36.8265
988,2.2463,12.3993,5.2727,0.5603,0.1389,0.0909,1.0386,21.7470,6.0628,27.8788
990,2.4467,13.7541,5.3531,0.8114,0.1373,0.0848,0.9714,23.5588,6.3866,27.1092
992,2.1135,21.1380,5.4229,1.0017,0.3188,0.1216,1.1311,31.2476,6.8650,21.9697
994,2.2620,18.5850,5.6456,0.5751,0.2154,0.0894,0.8992,28.2717,6.5255,23.0814
996,1.9169,12.8508,5.0442,0.6441,0.1413,0.0922,0.9855,21.6750,5.9218,27.3209
998,2.3515,10.4228,5.6021,0.5798,0.1389,0.0899,0.9030,20.0880,6.4107,31.9131
1000,1.9690,11.7914,5.1082,0.5553,0.1485,0.0921,1.0443,20.7088,5.9041,28.5101
1002,2.0536,12.2979,5.8638,0.6113,0.1395,0.0905,0.9559,22.0125,6.7051,30.4604
1004,2.3040,12.9440,4.8984,0.5713,0.1360,0.0904,1.0179,21.9620,5.6961,25.9362
1006,2.2159,16.0285,5.0304,0.7010,0.2083,0.1407,0.8926,25.2174,6.0804,24.1119
1008,1.6956,14.2129,5.1451,0.5723,0.1388,0.0903,1.0412,22.8962,5.9465,25.9716
1010,2.1566,11.3960,5.2734,0.6014,0.2186,0.0914,0.9278,20.6652,6.1848,29.9286
1012,1.6580,19.8347,8.8328,0.6011,0.1579,0.1034,1.0578,32.2457,9.6952,30.0666
1014,1.9805,12.7293,5.9837,0.5857,0.1406,0.0911,0.8845,22.3954,6.8011,30.3683
1016,2.2811,13.4282,5.0027,0.6112,0.1529,0.0961,0.9291,22.5013,5.8629,26.0558
1018,1.7781,20.4255,5.0336,0.5672,0.1397,0.0899,1.0710,29.1050,5.8304,20.0323
1020,2.1719,12.3013,5.1460,0.5945,0.2344,0.0912,1.0029,21.5422,6.0661,28.1591
1022,2.0122,11.5272,4.9743,0.5753,0.1378,0.0905,0.8537,20.1710,5.7779,28.6446
1024,2.2122,18.6578,5.2432,0.5638,0.1637,0.1368,1.1386,28.1161,6.1075,21.7224
1026,2.6771,13.5262,4.8379,0.5778,0.1401,0.0914,1.1001,22.9506,5.6472,24.6059
1028,1.8340,12.2766,5.8052,0.5527,0.1373,0.0923,1.0500,21.7481,6.5875,30.2900
1030,0.9131,18.9135,5.1066,0.5772,0.2286,0.1140,1.0518,26.9048,6.0264,22.3990
1032,2.1671,15.1079,5.1827,0.6327,0.1387,0.0910,0.9767,24.2968,6.0451,24.8802
1034,1.9634,13.0101,5.9315,0.5699,0.1375,0.0921,1.0243,22.7288,6.7310,29.6144
1036,2.2396,14.4496,5.5097,0.6480,0.2113,0.0926,1.1327,24.2835,6.4616,26.6090
1038,1.7896,12.4451,5.8399,0.6115,0.1403,0.0911,1.1613,22.0788,6.6828,30.2679
1040,1.8335,12.1668,8.3701,0.6482,0.1386,0.0910,1.1354,24.3836,9.2479,37.9267
1042,1.7313,14.4003,5.4839,0.5638,0.1399,0.0973,1.3123,23.7288,6.2849,26.4864
1044,1.7262,16.7097,5.0569,0.5946,0.1381,0.0926,1.5129,25.8310,5.8822,22.7719
1046,2.3519,10.8939,6.4752,0.5332,0.1327,0.0877,1.1067,21.5813,7.2288,33.4957
1048,1.7792,20.2476,5.6580,0.5997,0.1839,0.1110,1.1214,29.7008,6.5526,22.0620
1050,2.2660,13.1577,4.8480,0.4442,0.1080,0.0628,0.7655,21.6522,5.4630,25.2307
1052,1.8269,9.9708,5.0062,0.5646,0.1855,0.0903,0.9356,18.5799,5.8466,31.4673
1054,1.8218,17.3860,5.3488,0.6567,0.2313,0.0922,1.1322,26.6690,6.3290,23.7317
1056,2.4545,14.0755,5.4054,0.5641,0.1366,0.0886,0.9878,23.7125,6.1947,26.1242
1058,2.5097,11.8435,4.9632,0.5807,0.2783,0.0950,1.5117,21.7821,5.9172,27.1654
1060,2.1462,11.7704,5.3765,0.6078,0.2422,0.0922,1.4367,21.6720,6.3187,29.1561
1062,1.9990,11.1433,5.5786,0.5884,0.2255,0.0940,1.4379,21.0667,6.4865,30.7903
1064,1.7116,30.3205,5.7617,0.6780,0.2042,0.2433,1.5757,40.4950,6.8872,17.0075
1066,2.3459,19.6207,4.9320,0.6547,0.1674,0.0918,1.7825,29.5950,5.8459,19.7530
1068,1.6734,13.8813,5.5308,0.5695,0.1817,0.0907,1.4066,23.3340,6.3727,27.3108
1070,2.2158,12.6332,5.2822,0.6356,0.2252,0.0907,2.6367,23.7194,6.2337,26.2810
1072,1.7627,20.1045,4.9098,0.8784,0.1487,0.0966,1.0646,28.9653,6.0335,20.8301
1074,2.7306,13.6735,4.9340,0.6843,0.2322,0.0910,1.4433,23.7889,5.9415,24.9759
1076,1.8502,13.3668,4.9821,0.6732,0.1400,0.0925,0.9294,22.0342,5.8878,26.7212
1078,2.0267,13.1229,4.2847,0.0080,0.0006,0.0008,0.9234,20.3671,4.2941,21.0835
1080,2.1881,13.3242,8.1935,0.8203,0.1399,0.0921,0.9806,25.7387,9.2458,35.9218
1082,1.7017,19.2652,5.1318,0.8477,0.1982,0.0915,0.9463,28.1824,6.2692,22.2451
1084,1.9187,15.9985,5.2039,0.5407,0.1870,0.1101,1.0645,25.0234,6.0417,24.1442
1086,2.0606,14.2025,5.0865,0.6019,0.1392,0.0878,1.1769,23.3554,5.9154,25.3278
