frame,cap_read,face_detect,landmark,preprocess,inference,postprocess,render,total_ms,ai_ms,ai_pct
1088,2.3978,14.1357,4.9546,0.7356,0.1493,0.0847,0.9447,23.4024,5.9242,25.3145
1090,2.3699,13.6610,5.2808,0.7625,0.1381,0.1013,1.0125,23.3261,6.2827,26.9342
1092,2.1714,12.1844,5.6215,0.5763,0.1645,0.0961,1.0459,21.8601,6.4584,29.5442
1094,1.8266,13.9206,5.3544,0.5714,0.1768,0.0911,1.0414,22.9823,6.1937,26.9499
1096,2.0666,14.1665,7.7960,0.5631,0.1471,0.0979,0.9977,25.8349,8.6041,33.3042
1098,1.6338,12.5434,5.5800,0.5404,0.2319,0.0899,1.0310,21.6504,6.4422,29.7556
1100,1.8963,12.3316,5.8480,0.5890,0.1420,0.0906,0.9229,21.8204,6.6696,30.5659
1102,2.2179,19.6256,5.3900,0.6550,0.1381,0.0918,1.0231,29.1415,6.2749,21.5325
1104,1.9193,14.3410,6.7168,0.6224,0.1543,0.1090,0.9751,24.8379,7.6025,30.6085
1106,1.4721,13.5142,5.2704,0.5666,0.2314,0.0920,0.9236,22.0703,6.1604,27.9126
1108,1.9509,13.4016,4.1028,0.5359,0.1227,0.0657,0.7825,20.9621,4.8271,23.0278
1110,2.1831,15.1155,5.1444,0.6571,0.1904,0.1278,0.9272,24.3455,6.1197,25.1369
1112,1.9296,14.2729,5.1356,0.5866,0.1392,0.0909,1.1360,23.2908,5.9523,25.5564
1114,2.2633,13.0655,5.6069,0.7058,0.1390,0.0901,1.0097,22.8803,6.5418,28.5914
1116,2.3908,12.9782,5.1170,0.6523,0.2317,0.0920,1.0245,22.4865,6.0930,27.0963
1118,2.7106,19.6050,5.4179,0.5954,0.2232,0.0924,1.0038,29.6483,6.3289,21.3466
1120,1.7508,12.9967,5.2939,0.5777,0.2142,0.0918,0.9791,21.9042,6.1776,28.2028
1122,2.7580,13.1743,5.1703,0.6492,0.2323,0.0903,0.9154,22.9898,6.1421,26.7166
1124,2.1418,19.9113,5.2045,0.5819,0.1430,0.0994,1.0213,29.1032,6.0288,20.7152
1126,1.8568,13.4204,5.2079,0.8321,0.1421,0.0854,1.1233,22.6680,6.2675,27.6491
1128,2.1003,12.7603,5.3026,0.5689,0.1633,0.0899,0.9128,21.8981,6.1247,27.9691
1130,2.3695,13.2338,4.8067,0.6725,0.2720,0.0991,0.9999,22.4535,5.8503,26.0552
1132,2.5436,9.2894,5.7460,1.0339,0.1732,0.1132,1.5363,20.4356,7.0663,34.5784
1134,1.6151,12.1888,5.1699,0.5775,0.1429,0.0889,0.9754,20.7585,5.9792,28.8036
1136,2.7124,18.7548,4.4823,0.0074,0.0008,0.0010,1.1965,27.1552,4.4915,16.5401
1138,1.8290,13.8797,7.7451,0.6245,0.1666,0.1089,1.1911,25.5449,8.6451,33.8428
1140,2.0056,11.5703,5.0846,0.5489,0.1405,0.0911,0.9252,20.3662,5.8651,28.7982
1142,2.0342,14.0598,4.8603,0.6256,0.1694,0.0991,1.1174,22.9658,5.7544,25.0564
1144,2.2333,18.4919,5.5670,0.5668,0.1438,0.0950,0.9672,28.0650,6.3726,22.7066
1146,2.2186,13.6857,5.1193,0.5907,0.4604,0.1166,1.1136,23.3049,6.2870,26.9772
1148,2.5215,13.4870,4.9032,0.5784,0.1420,0.0923,0.9892,22.7136,5.7159,25.1651
1150,2.6103,12.4911,8.3386,0.7499,0.1388,0.0928,1.1751,25.5966,9.3201,36.4115
1152,2.5121,12.9521,5.3733,0.5612,0.2322,0.0886,0.9761,22.6956,6.2553,27.5617
1154,2.0535,12.3046,5.1826,0.5587,0.2215,0.0898,1.0128,21.4235,6.0526,28.2522
1156,2.4586,10.2477,5.3266,0.6256,0.1422,0.0906,0.9406,19.8319,6.1850,31.1871
1158,1.8689,19.4027,4.9578,0.5442,0.2356,0.0893,1.1736,28.2721,5.8269,20.6101
1160,2.3386,14.1681,5.4363,0.5659,0.1400,0.1022,1.2405,23.9916,6.2444,26.0274
1162,2.3038,13.6189,5.3334,0.5725,0.2185,0.0959,1.5797,23.7227,6.2203,26.2209
1164,1.8401,15.6936,5.0918,0.5795,0.2807,0.0955,1.2368,24.8180,6.0475,24.3674
1166,2.2707,12.0436,5.3119,0.7055,0.1464,0.1176,1.1453,21.7410,6.2814,28.8920
1168,2.1440,12.3347,5.4986,0.5857,0.1828,0.0913,1.1480,21.9851,6.3584,28.9214
1170,2.3278,14.4980,5.3113,0.5660,0.1379,0.0893,0.9549,23.8852,6.1045,25.5577
1172,1.9177,15.1508,5.2965,0.5749,0.1415,0.0912,0.9686,24.1412,6.1041,25.2850
1174,1.8563,11.4407,5.3111,0.5922,0.1374,0.1135,1.0810,20.5322,6.1542,29.9734
1176,1.5116,13.0769,5.6122,0.5533,0.2475,0.0918,1.0413,22.1346,6.5048,29.3875
1178,1.8380,17.6836,5.0533,0.6178,0.1527,0.1121,1.3679,26.8254,5.9359,22.1279
1180,2.3511,12.1115,4.9888,0.6247,0.1530,0.0971,1.0667,21.3929,5.8636,27.4091
1182,1.8663,13.3998,5.0979,0.6549,0.1552,0.0986,0.9578,22.2305,6.0066,27.0196
1184,2.0368,12.1759,7.0193,0.6373,0.2464,0.1380,1.2527,23.5064,8.0410,34.2077
1186,2.0829,12.2042,5.7525,0.5859,0.1504,0.0926,0.9337,21.8022,6.5814,30.1869
1188,3.0132,11.0036,4.8692,0.5655,0.1369,0.0903,0.9337,20.6124,5.6619,27.4684
1190,1.5778,14.8394,5.0035,0.6090,0.2480,0.0938,1.5917,23.9632,5.9543,24.8477
1192,1.8050,13.4726,5.0153,0.6040,0.1403,0.0899,1.3579,22.4850,5.8495,26.0151
1194,2.2310,20.9930,4.9149,0.5566,0.1411,0.0894,1.4459,30.3719,5.7020,18.7739
1196,1.8379,12.6702,5.1771,0.5716,0.1407,0.0899,0.9793,21.4667,5.9793,27.8538
1198,2.0688,13.7683,5.3706,0.6713,0.2655,0.1088,1.8130,24.0663,6.4162,26.6605
1200,1.9593,12.2463,5.2971,0.6582,0.2117,0.0929,0.8551,21.3206,6.2599,29.3608
1202,2.2496,10.1304,5.1045,0.6648,0.1691,0.1007,0.8741,19.2932,6.0391,31.3017
1204,1.9017,12.4500,5.3309,1.8139,0.2300,0.2356,1.3619,23.3240,7.6104,32.6291
1206,1.9233,8.8201,8.1574,0.9480,0.1416,0.0896,1.1590,21.2390,9.3366,43.9597
1208,2.2417,9.0975,4.9589,0.5759,0.1374,0.0922,1.1917,18.2953,5.7644,31.5075
1210,2.3427,13.0467,5.0594,0.6406,0.2312,0.0896,1.0026,22.4128,6.0208,26.8632
1212,1.6965,10.7725,5.2744,0.6501,0.1797,0.0978,0.9635,19.6345,6.2020,31.5873
1214,2.0251,13.2238,5.7889,0.5813,0.1844,0.0896,0.9258,22.8189,6.6442,29.1171
1216,1.8070,10.9201,5.0537,0.5608,0.2445,0.0949,1.0112,19.6922,5.9539,30.2348
1218,2.1240,24.4603,5.5550,0.6285,0.2120,0.0928,1.1783,34.2509,6.4883,18.9434
1220,1.7727,13.3819,5.0064,0.6482,0.1422,0.0912,0.9937,22.0363,5.8880,26.7195
1222,2.0821,12.7552,4.9666,0.8076,0.1339,0.0842,1.0580,21.8876,5.9923,27.3776
1224,2.7878,11.8632,5.2291,0.4645,0.1084,0.0946,0.9792,21.5268,5.8966,27.3919
1226,2.5140,12.3016,5.6237,0.5790,0.1400,0.0920,1.0413,22.2916,6.4347,28.8660
1228,1.9059,12.1231,4.4909,0.5800,0.2253,0.0925,1.0510,20.4687,5.3887,26.3265
1230,1.9377,12.6523,5.0509,0.6046,0.1502,0.0898,1.0225,21.5080,5.8955,27.4107
1232,2.0984,12.0018,5.4184,0.8131,0.1605,0.0880,1.3943,21.9745,6.4800,29.4887
1234,1.6755,16.5409,5.0959,0.7259,0.1400,0.0682,1.0457,25.2921,6.0300,23.8414
1236,3.0107,12.9407,4.7989,0.5786,0.2116,0.0920,0.9119,22.5444,5.6811,25.1996
1238,2.4640,13.0316,5.6602,0.5872,0.2150,0.0959,0.9798,23.0337,6.5583,28.4726
1240,1.9552,10.7795,6.0749,0.5793,0.2351,0.0910,1.0149,20.7299,6.9803,33.6726
1242,1.9070,11.9343,5.8212,0.8456,0.1373,0.0854,1.4877,22.2185,6.8895,31.0079
1244,1.9240,11.6407,5.3910,0.6189,0.2374,0.0918,1.2863,21.1901,6.3391,29.9154
1246,1.6110,13.3338,5.1688,0.6619,0.1359,0.0923,0.9680,21.9717,6.0589,27.5759
1248,2.1874,12.6558,5.1083,0.7308,0.1350,0.0848,0.9944,21.8965,6.0589,27.6706
1250,1.9870,17.9598,5.9753,0.7775,0.3114,0.1267,2.2456,29.3833,7.1909,24.4727
1252,1.9111,11.0629,4.7802,0.6517,0.1498,0.0928,0.9769,19.6254,5.6745,28.9141
1254,2.1151,11.8630,5.5635,0.5777,0.5723,0.1213,1.0998,21.9127,6.8348,31.1910
1256,2.3788,17.0570,5.0298,0.5641,0.1369,0.0912,0.9892,26.2470,5.8220,22.1816
1258,1.8866,12.3836,5.3377,0.5733,0.1389,0.0910,1.1384,21.5495,6.1409,28.4967
1260,2.8326,12.6284,8.4907,0.5765,0.2015,0.0919,1.1861,26.0077,9.3606,35.9916
1262,2.2628,13.1870,4.9608,0.5504,0.1387,0.0908,0.9876,22.1781,5.7407,25.8845
1264,2.4951,12.5462,5.0686,0.5800,0.1570,0.0923,1.1739,22.1131,5.8979,26.6715
1266,1.8336,11.1863,4.8395,0.6488,0.1544,0.0986,1.1528,19.9140,5.7413,28.8305
1268,2.1029,11.9560,5.1565,0.5680,0.1383,0.0914,1.1712,21.1843,5.9542,28.1067
1270,2.5982,12.2265,5.7230,1.0177,0.3007,0.1313,1.2626,23.2600,7.1727,30.8371
1272,1.7318,17.4395,4.9304,0.7675,0.1381,0.1011,0.9622,26.0706,5.9371,22.7732
1274,2.3728,12.5933,5.0944,0.5753,0.1736,0.0916,0.9502,21.8512,5.9349,27.1605
1276,1.9573,12.5512,5.2852,0.5815,0.1544,0.0885,0.9156,21.5337,6.1096,28.3723
1278,1.8635,13.7339,5.2430,0.5865,0.1382,0.0903,0.9856,22.6410,6.0580,26.7568
1280,2.0039,12.9638,5.1318,0.6638,0.1545,0.0935,1.0685,22.0798,6.0436,27.3716
1282,2.0587,13.2357,5.0390,0.5723,0.2200,0.0920,0.9574,22.1751,5.9233,26.7115
1284,1.9721,15.8999,4.9014,0.5704,0.1400,0.0900,0.9987,24.5725,5.7018,23.2040
1286,2.2874,11.5987,5.2335,0.6540,0.1412,0.0913,0.9756,20.9817,6.1200,29.1683
1288,2.3668,12.7705,5.1955,0.7301,0.2337,0.0935,0.8833,22.2734,6.2528,28.0729
1290,1.7585,14.0273,5.1863,0.5725,0.2011,0.0908,1.0333,22.8698,6.0507,26.4572
1292,3.7977,12.2670,5.1905,0.6209,0.1605,0.1176,0.9821,23.1363,6.0895,26.3201
1294,1.8265,11.6223,5.0622,0.5620,0.2145,0.0887,0.9726,20.3488,5.9274,29.1290
1296,2.3793,11.6708,5.0958,0.6065,0.1335,0.0822,1.0282,20.9963,5.9180,28.1859
1298,2.2414,19.3076,5.0495,0.7627,0.2258,0.0954,1.0988,28.7812,6.1334,21.3104
1300,1.7305,12.9819,5.7071,0.6169,0.1397,0.0940,1.1293,22.3994,6.5577,29.2762
1302,1.8987,12.7927,5.1583,0.8614,0.2503,0.1106,1.0228,22.0948,6.3806,28.8783
1304,2.0518,15.7223,6.4104,0.6012,0.2404,0.0930,1.1258,26.2449,7.3450,27.9864
1306,2.2428,12.6238,5.9172,0.6328,0.1413,0.0899,1.0218,22.6696,6.7812,29.9132
1308,2.4970,18.0509,8.1474,0.7338,0.5853,0.1675,4.3293,34.5112,9.6340,27.9156
1310,2.4375,11.6133,5.0869,0.8725,0.2442,0.1204,1.0152,21.3900,6.3240,29.5652
1312,2.4731,11.5128,5.2949,0.5063,0.1885,0.1006,0.8918,20.9680,6.0903,29.0457
1314,2.4575,13.7412,8.9704,0.5946,0.1459,0.0893,1.0576,27.0565,9.8002,36.2212
1316,2.8596,15.9018,5.3294,0.7014,0.2142,0.0874,0.9362,26.0300,6.3324,24.3273
1318,5.2550,12.0308,4.9942,0.5767,0.1371,0.0905,0.9130,23.9973,5.7985,24.1631
1320,1.7602,13.2442,4.8613,0.5081,0.1355,0.0849,0.9438,21.5380,5.5898,25.9532
1322,2.1415,12.1623,5.4239,0.5253,0.1340,0.0858,1.1555,21.6283,6.1690,28.5228
1324,1.9546,18.0294,5.5950,0.7590,0.1351,0.0847,0.8963,27.4541,6.5738,23.9447
1326,2.2043,12.3702,5.2648,0.5736,0.1431,0.0883,1.0025,21.6468,6.0698,28.0402
1328,1.8967,13.5621,5.2504,0.5645,0.1366,0.0918,0.9077,22.4098,6.0433,26.9672
1330,1.7970,10.1546,6.7362,0.5959,0.1391,0.0891,0.9541,20.4660,7.5603,36.9408
1332,2.4922,12.9224,5.1855,0.6384,0.1331,0.0846,1.0110,22.4672,6.0416,26.8908
1334,1.7359,12.4028,4.8798,0.9620,0.1526,0.0916,1.0155,21.2402,6.0860,28.6532
1336,2.4864,19.9504,5.4938,0.5697,0.2376,0.0896,1.0667,29.8942,6.3907,21.3777
1338,1.9693,14.0837,5.6536,0.5974,0.1425,0.0883,0.9606,23.4954,6.4818,27.5875
1340,2.2719,12.9370,5.5542,0.5913,0.1409,0.0920,0.9750,22.5623,6.3784,28.2702
1342,1.8916,20.8608,5.0004,0.5481,0.1361,0.0919,0.9714,29.5003,5.7765,19.5812
1344,2.0039,12.9230,5.9216,0.8374,0.2198,0.1264,1.7616,23.7937,7.1052,29.8617
1346,2.4855,12.8669,5.1450,0.6519,0.1855,0.0956,0.9834,22.4138,6.0780,27.1172
1348,2.4668,10.5629,4.8533,0.5993,0.1384,0.1079,1.0194,19.7480,5.6989,28.8581
1350,1.8385,19.9340,5.3280,0.6195,0.2336,0.0901,1.0085,29.0522,6.2712,21.5860
1352,2.3357,12.8377,5.2496,0.5730,0.2240,0.0912,1.1328,22.4440,6.1378,27.3472
1354,1.7998,10.8199,5.3019,0.6390,0.1381,0.0888,0.9568,19.7443,6.1678,31.2384
1356,1.5593,20.5070,5.0365,0.6024,0.1367,0.0907,1.3004,29.2330,5.8663,20.0674
1358,1.9432,15.2274,4.5960,0.5057,0.1073,0.0639,0.9114,23.3549,5.2729,22.5773
1360,2.3572,10.3207,5.0679,0.6075,0.1357,0.0986,1.0599,19.6475,5.9097,30.0786
1362,1.9744,17.5897,5.2036,0.6307,0.2580,0.0935,1.0271,26.7770,6.1858,23.1012
1364,1.7329,13.5767,5.2361,1.0103,0.2303,0.1112,1.2717,23.1692,6.5879,28.4339
1366,2.6060,13.7180,4.9982,0.6985,0.1336,0.0857,0.9738,23.2138,5.9160,25.4848
1368,2.9865,12.8930,9.6445,0.7507,0.2230,0.0928,1.0290,27.6195,10.7110,38.7806
1370,1.7426,12.0911,5.2039,0.5566,0.2156,0.0918,0.9188,20.8204,6.0679,29.1440
1372,2.9368,14.3327,5.2381,0.6974,0.1373,0.0916,0.9540,24.3879,6.1644,25.2765
1374,2.3489,10.5722,5.2183,0.5852,0.1378,0.0885,0.9615,19.9124,6.0298,30.2816
1376,1.7310,14.0411,5.3438,0.6527,0.1541,0.0916,0.9008,22.9151,6.2422,27.2406
1378,2.2483,12.9282,5.0139,0.6680,0.1398,0.0905,0.9559,22.0446,5.9122,26.8193
1380,1.8388,12.2924,5.9334,0.6658,0.1399,0.0928,1.1042,22.0673,6.8319,30.9594
1382,1.4636,12.6808,5.1454,0.6290,0.1454,0.1170,1.0298,21.2110,6.0368,28.4607
1384,2.2735,13.8197,5.0791,0.8118,0.1934,0.1103,1.6457,23.9335,6.1946,25.8825
1386,2.4773,11.7915,5.4695,0.5484,0.2376,0.0917,1.0265,21.6425,6.3472,29.3275
1388,2.6366,10.8370,5.0774,0.6421,0.2410,0.0903,0.9006,20.4250,6.0508,29.6245
1390,2.1673,17.1920,8.6248,0.5720,0.2023,0.0899,1.1688,30.0171,9.4890,31.6120
1392,2.1233,12.1818,5.1092,0.5736,0.1449,0.0903,1.0625,21.2856,5.9180,27.8028
1394,2.3581,10.5118,5.3384,0.6303,0.1493,0.0886,1.0029,20.0794,6.2066,30.9103
1396,2.1436,23.8395,5.8802,0.5838,0.2357,0.0912,0.9607,33.7347,6.7909,20.1303
1398,1.8240,12.1564,4.7887,0.8495,0.1390,0.0912,0.9546,20.8034,5.8684,28.2089
1400,2.4806,10.4351,4.8993,0.6673,0.1736,0.0917,1.0877,19.8353,5.8319,29.4016
1402,2.0693,11.6211,5.1671,0.6343,0.2178,0.0908,1.1260,20.9264,6.1100,29.1976
1404,1.8275,14.1861,5.2513,0.9679,0.1370,0.0900,2.1666,24.6264,6.4462,26.1760
1406,2.3798,13.0907,5.1316,0.8266,0.1384,0.0855,1.1462,22.7988,6.1821,27.1159
1408,1.7878,16.1347,5.3073,0.6492,0.1887,0.1866,1.6942,25.9485,6.3318,24.4014
1410,3.0209,13.0248,4.7492,0.6715,0.1467,0.0899,0.9818,22.6848,5.6573,24.9387
1412,2.5624,13.3085,5.4600,0.5684,0.2350,0.0917,0.9165,23.1425,6.3551,27.4607
1414,2.0458,13.2422,5.7226,0.5712,0.1386,0.1034,0.9785,22.8023,6.5358,28.6629
1416,2.3489,13.8116,5.4686,0.5722,0.1392,0.0925,0.8896,23.3226,6.2725,26.8945
1418,2.1086,19.2068,4.9543,0.5620,0.1354,0.0928,1.4831,28.5430,5.7445,20.1258
1420,2.2059,12.3928,5.7974,0.7292,0.2260,0.0907,0.9294,22.3714,6.8433,30.5895
1422,1.7022,10.7228,6.1116,0.5672,0.1377,0.0906,1.1865,20.5186,6.9071,33.6626
1424,2.4280,11.1750,7.3311,0.5799,0.1384,0.0908,1.0742,22.8174,8.1402,35.6754
1426,2.9046,12.2180,5.3282,0.5801,0.1399,0.0906,0.8789,22.1403,6.1388,27.7268
1428,1.8078,12.5903,5.1964,0.5914,0.2341,0.0955,0.9122,21.4277,6.1174,28.5490
1430,2.2819,19.8418,5.5849,0.5804,0.1408,0.0910,1.0702,29.5910,6.3971,21.6184
1432,2.3924,15.4818,5.2860,0.5681,0.1372,0.0903,0.9812,24.9370,6.0816,24.3879
1434,1.9545,12.1241,5.3776,0.6496,0.1463,0.0889,0.9270,21.2680,6.2624,29.4452
1436,1.9287,12.2142,5.2535,0.5673,0.1395,0.0901,0.8984,21.0917,6.0504,28.6862
1438,2.4603,19.6996,6.4209,2.9455,0.1780,0.1576,1.2434,33.1053,9.7020,29.3065
1440,2.1559,12.7384,5.2097,0.6516,0.1391,0.0921,0.9314,21.9182,6.0925,27.7965
1442,2.0879,13.0799,4.9101,0.5814,0.1371,0.0885,0.8914,21.7763,5.7171,26.2538
1444,2.5231,12.0024,5.0258,0.5766,0.1765,0.1234,0.9528,21.3806,5.9023,27.6059
1446,2.5764,12.7638,5.0239,0.5686,0.1357,0.1241,0.9516,22.1441,5.8523,26.4283
1448,1.8134,12.7073,5.1687,0.5666,0.1368,0.0878,0.9662,21.4468,5.9599,27.7892
1450,1.1240,17.4768,5.2444,0.6598,0.1540,0.0910,0.9250,25.6750,6.1492,23.9501
1452,2.5532,16.1954,5.8492,0.5831,0.1530,0.0938,0.9595,26.3872,6.6791,25.3119
1454,2.7474,12.8925,5.4083,0.5905,0.1389,0.0909,1.0005,22.8690,6.2286,27.2360
1456,2.6508,12.7586,5.1205,0.5955,0.2069,0.0939,0.9300,22.3562,6.0168,26.9133
1458,1.5795,13.8596,4.9356,0.5511,0.1384,0.0893,0.8968,22.0503,5.7144,25.9153
1460,2.3440,12.0579,5.2936,0.5753,0.1331,0.0858,0.9719,21.4616,6.0878,28.3660
1462,1.9778,13.4282,4.7393,0.4859,0.1081,0.0644,0.9029,21.7066,5.3977,24.8666
1464,1.9966,12.2341,5.3821,0.6566,0.1405,0.0919,0.9884,21.4902,6.2711,29.1812
1466,2.4038,12.0770,5.2992,0.6037,0.2273,0.0897,1.2609,21.9616,6.2199,28.3217
1468,2.1931,13.5471,5.8503,0.6100,0.1546,0.0940,1.1176,23.5667,6.7089,28.4677
1470,2.2112,13.0771,4.8494,0.5289,0.4993,0.1368,1.2750,22.5777,6.0144,26.6387
1472,2.1191,14.3965,5.1165,0.5889,0.2478,0.0909,0.8782,23.4379,6.0441,25.7877
1474,3.1406,12.6094,5.2660,0.5761,0.1369,0.0905,0.9700,22.7895,6.0695,26.6329
1476,1.8364,14.0812,5.0544,0.5747,0.1328,0.0861,1.2246,22.9902,5.8480,25.4369
1478,1.7718,15.6093,7.7123,0.8068,0.2348,0.0920,1.0625,27.2895,8.8459,32.4150
1480,1.9882,18.6421,5.4150,0.5673,0.1372,0.0909,1.0863,27.9270,6.2104,22.2380
1482,1.9385,12.4406,5.3910,0.5758,0.2064,0.0895,1.2557,21.8975,6.2627,28.6001
1484,1.9509,13.9030,4.8602,0.5753,0.1367,0.0896,1.0807,22.5964,5.6618,25.0562
1486,2.9054,12.9235,6.5011,0.7136,0.3094,0.1086,1.6713,25.1329,7.6327,30.3694
1488,1.9022,12.8148,5.4327,0.5715,0.2477,0.0925,0.8910,21.9524,6.3444,28.9007
1490,2.3224,14.6432,5.7847,0.6240,0.1392,0.0921,1.1085,24.7141,6.6400,26.8673
1492,1.7421,11.9472,5.3230,0.5536,0.1376,0.0904,0.9463,20.7402,6.1046,29.4337
1494,1.9464,13.7939,5.2065,0.6297,0.1531,0.0966,0.9466,22.7728,6.0859,26.7244
1496,2.4990,12.4700,4.9810,0.5806,0.1411,0.0910,1.0525,21.8152,5.7937,26.5581
1498,3.4789,18.5649,5.1654,0.5565,0.1369,0.0916,1.0453,29.0395,5.9504,20.4907
1500,2.3243,13.7761,4.9452,0.7277,0.1384,0.0897,0.9886,22.9900,5.9010,25.6677
1502,2.3148,10.9378,5.1319,0.6112,0.1400,0.1047,1.0718,20.3122,5.9878,29.4788
1504,1.0722,19.8137,5.2190,0.6778,0.1359,0.0866,1.2299,28.2351,6.1193,21.6727
1506,2.2869,13.3534,4.9173,0.5721,0.2249,0.0903,1.2099,22.6548,5.8046,25.6219
1508,1.9359,13.9398,4.9325,0.5420,0.1366,0.0930,0.9780,22.5578,5.7041,25.2866
1510,2.5302,20.2096,5.3849,0.5727,0.1375,0.0889,1.3401,30.2639,6.1840,20.4336
1512,1.9255,12.2484,5.2471,0.5679,0.1487,0.0923,0.9732,21.2031,6.0560,28.5619
1514,1.8739,10.5839,5.0843,0.8488,0.3725,0.1462,1.1272,20.0368,6.4518,32.1998
1516,3.0091,19.6792,5.9536,0.5822,0.1687,0.2409,1.0127,30.6464,6.9454,22.6630
1518,1.7644,18.9118,5.1522,0.5845,0.1337,0.0898,1.1426,27.7790,5.9602,21.4558
1520,1.9228,13.8735,5.4326,0.6636,0.1489,0.0928,1.1336,23.2678,6.3379,27.2389
1522,2.5217,10.7121,5.2003,0.5756,0.2292,0.0922,0.9012,20.2323,6.0973,30.1365
1524,1.9066,12.2523,5.6503,0.6436,0.1537,0.0932,0.8737,21.5734,6.5408,30.3188
1526,1.7808,18.4476,5.7903,0.5826,0.2084,0.0915,0.9001,27.8013,6.6728,24.0018
1528,2.0885,13.6235,5.2157,0.7764,0.1343,0.1621,1.0051,23.0056,6.2885,27.3346
1530,2.3183,13.0580,6.1487,0.5559,0.2490,0.0928,1.0984,23.5211,7.0464,29.9578
1532,2.5325,14.7404,8.0705,0.5668,0.1814,0.0922,1.3490,27.5328,8.9109,32.3647
1534,2.2612,12.1175,5.1981,0.5751,0.1951,0.0926,1.0954,21.5350,6.0609,28.1444
1536,1.8855,11.7899,5.7766,0.6316,0.1350,0.0848,0.9943,21.2977,6.6280,31.1207
1538,2.1456,19.4111,5.8122,0.6356,0.1537,0.1093,1.6916,29.9591,6.7108,22.3999
1540,2.4949,14.8411,5.0504,0.7920,0.1404,0.0912,1.0906,24.5006,6.0740,24.7912
1542,1.7374,11.3351,5.5528,0.5752,0.1366,0.0896,1.0809,20.5076,6.3542,30.9846
1544,2.2437,10.0677,5.0309,0.5602,0.2280,0.0889,0.8964,19.1158,5.9080,30.9064
1546,2.4661,13.3183,5.2140,1.3854,0.4019,0.1389,1.2816,24.2062,7.1402,29.4974
1548,2.0927,14.1759,5.3760,0.6066,0.1383,0.0938,1.0634,23.5467,6.2147,26.3931
1550,2.7154,19.9719,5.5825,0.5764,0.1380,0.0911,1.0550,30.1303,6.3880,21.2012
1552,2.0245,16.2918,4.9137,0.5780,0.1436,0.0905,0.9994,25.0415,5.7258,22.8652
1554,2.2944,13.0667,5.2290,0.5646,0.1377,0.0990,0.9764,22.3678,6.0303,26.9597
1556,2.2674,24.0390,5.5641,0.5748,0.1588,0.0908,0.9970,33.6919,6.3885,18.9615
1558,2.1515,11.7353,4.7668,0.7216,0.1406,0.0921,0.9658,20.5737,5.7211,27.8078
1560,2.1673,13.1956,5.5746,0.6444,0.2205,0.0935,1.1469,23.0428,6.5330,28.3516
1562,1.9322,18.3793,5.6333,0.5784,0.2080,0.0922,0.8776,27.7010,6.5119,23.5078
1564,1.6978,17.3857,5.1730,0.6399,0.2337,0.0901,0.9915,26.2117,6.1367,23.4121
1566,1.9197,12.7740,6.1518,0.6191,0.1521,0.0930,1.0133,22.7230,7.0160,30.8762
1568,1.6369,10.8560,5.4393,0.6285,0.1432,0.0912,1.0473,19.8424,6.3022,31.7613
1570,2.0669,12.2190,5.4225,0.6462,0.1376,0.0963,0.7382,21.3267,6.3026,29.5526
1572,2.4144,12.5721,5.0442,0.6381,0.1762,0.1407,1.3204,22.3061,5.9992,26.8949
1574,1.9639,20.4886,6.3920,0.8908,0.4176,0.1262,1.0579,31.3370,7.8266,24.9756
1576,2.4776,12.3643,5.0205,0.5743,0.1411,0.0928,1.2378,21.9084,5.8287,26.6049
1578,1.8591,10.7354,5.1770,0.5929,0.1416,0.0930,0.9270,19.5260,6.0045,30.7513
1580,2.9992,10.4644,6.0233,0.9437,0.3754,0.1368,1.9106,22.8534,7.4792,32.7269
1582,2.4085,18.0707,5.5592,0.6084,0.2027,0.2053,1.3009,28.3557,6.5756,23.1897
1584,1.9320,12.2971,5.1432,0.5631,0.1420,0.0899,0.9421,21.1094,5.9382,28.1306
1586,1.9328,12.9341,5.2235,0.5660,0.2244,0.0903,1.0774,22.0485,6.1042,27.6853
1588,2.3404,14.1311,6.8607,0.5277,0.1335,0.0858,0.9175,24.9967,7.6077,30.4348
1590,2.1514,13.8500,4.8835,0.5629,0.1951,0.0934,1.3753,23.1116,5.7349,24.8139
1592,2.4197,20.8060,5.3007,0.6778,0.2754,0.0978,1.1950,30.7724,6.3517,20.6409
1594,1.8039,14.5436,5.4915,0.7840,0.2246,0.0941,1.0590,24.0007,6.5942,27.4750
1596,2.0137,12.6585,5.0420,0.6234,0.1997,0.0905,0.9838,21.6116,5.9556,27.5574
1598,1.5896,10.3030,5.1803,0.5937,0.1409,0.0919,1.0846,18.9840,6.0068,31.6414
1600,2.1135,27.1524,7.1034,0.5868,0.1376,0.1064,1.1805,38.3806,7.9342,20.6724
1602,3.2774,19.1579,5.1650,0.6375,0.1426,0.0918,0.9534,29.4256,6.0369,20.5158
1604,2.2554,13.8508,4.4174,0.4902,0.1112,0.0661,1.2267,22.4178,5.0849,22.6824
1606,2.2678,13.1741,5.1545,0.5888,0.2277,0.0930,1.4956,23.0015,6.0640,26.3635
1608,2.7630,10.6347,5.3193,0.5681,0.1396,0.0877,1.3932,20.9056,6.1147,29.2491
1610,1.8689,16.8087,5.0625,0.6428,0.1819,0.0911,1.5213,26.1772,5.9783,22.8378
1612,1.8291,14.8814,5.1670,0.5565,0.1422,0.0918,1.5161,24.1841,5.9575,24.6340
